utterance,5W1H
"By the by, I have tried reinstalling skype mobile and double-checking to make sure to allow notifications via my phone's settings and within the app itself -- to no avail.","[0, 0, 0, 0, 0, 0]"
"Hello MelodyBrown,  Welcome to Skype Community forum!  I sent you a private message to better assist you with your concern. Please check your messages. Thank you!   If you have further questions, please do not hesitate to reply to this post. Thank you! Julie_S1Joseph Skype Community Moderator ","[0, 0, 0, 0, 0, 0]"
How to solve this issue,"[0, 0, 0, 0, 0, 0]"
Hi Shannon and welcome to the Skype Community!   Before we proceed with troubleshooting the issue. please provide the following information so we can isolate the case.    Don't hesitate to provide additional information so we can check the issue further.    Thank you.  ,"[0, 0, 0, 0, 0, 0]"
" Windows 7  No  If not, what Skype version do you have installed on your device? 7.40.0.103   ","[1, 0, 0, 0, 0, 0]"
"Please, run the System Information tool (msinfo32)   Go to Windows Start and in the Run box type msinfo32.exe and press the OK button. This will open the System Information window.  In this window click on File and select Export. Save the msinfo.txt file to your hard drive.  Since there is no Attachment option yet available on this Forum, you may post the saved file to a File Sharing site (e.g. OneDrive) and provide here a link to this site. ","[0, 0, 0, 0, 0, 0]"
https://drive.google.com/open?id=0B1opKAbY8lN7V2RrWHhrNjJYTlk,"[0, 0, 0, 0, 0, 0]"
"SkypeBrowserHost.exe is a component of Skype for Windows Desktop application which consolidates Internet related operations in separate processes.   All crash reports show that SkypeBrowserHost.exe is crashing on jscript9.dll component.   jscript9.dll is JavaScript component used when scripting is conducted using Internet Explorer.   jscript9.dll is updated whenever Internet Explorer is updated. The version of Internet Explorer (IE11) installed on your computer is about 2 years old and needs to be updated.   Open Windows Update tool and make sure that all missing/pending updates, incl. updates for Internet Explorer are installed.","[0, 0, 1, 0, 0, 1]"
 What should I do when  when it shows application failed to launch because it is been blocked by windows parental controls / family safety and  I am the administrator of the pc.,"[0, 0, 1, 0, 0, 1]"
"Hi Vivian,   We need to determine the reason why you are having issues launching GTA 4. With that said, we will be gathering additional information. Kindly answer the following questions: ","[0, 0, 0, 1, 0, 0]"
1 . No I did not make any changes 2. None 3.,"[0, 0, 0, 0, 0, 0]"
"Thank you for the information, Vivian.  This game has a mature rating and cannot be accessed when using a child account. With that said, there's a possibility that the account you are using to play the said game is a child account. Just to confirm, is this the first time that you encountered this issue? If not, we advise using an adult account to play the said game.  Feel free to post back should you have further concern.","[0, 0, 1, 0, 0, 0]"
"Thank you for getting back to us, Vivian. We'd like to gather additional information. May we know the following?   In the meantime, check if the Parental Controls on your computer is enabled. Here's how:   Once done, kindly check if you will still experience the same issue.  Please post back with the result for further assistance.","[0, 0, 0, 0, 0, 1]"
"Hi Vivian,   We have noticed that the post has been idle for quite some time now. We just want to check on things and confirm if you're still experiencing the issue. If so, we'll gladly provide assistance in any way we can.   BUMP your post if you need us, we’re just a post away.","[0, 0, 0, 0, 0, 0]"
"I bought this tablet to call my mom by Skype. Unfortunately, it does not work. I tried with a different Skype account, from different networks (2 Wifi/ADSL, both caller and called), from different devices (Ipad, Mac). I also uninstalled and reinstalled skype. When I call the Kindle's skype the call is always in ""connection"". the skype version is the last from the Amazon store (7.36.0.103/530). Any Idea?","[0, 0, 0, 0, 0, 0]"
"Hello Nicole,  Welcome to Skype Community forum!  Since you've already tried some basic troubleshooting steps and the issue still persist. Please check the private message I sent you for further assistance.  Click the mail icon under the search bar to access your inbox:  ","[0, 0, 0, 0, 0, 0]"
"Hi Karen,  I have the same issue I think.  My mom can call out from her new Fire 8 HD, but does not get any notification of an incoming call.  When I pressed the ""Test push notifications"" option, there is an error message which says the device does not accept push notifications.  All of the notifications settings on the Fire are turned on.  I would be grateful if you could could message me with the solution also.  Thank you,  Fiona","[0, 0, 0, 0, 0, 0]"
"I am also having the same issue as the above with contacting via skype with my mothers fire tablet to mine. It worked flawlessly the first time and now all we get is a long period of it saying connecting and then missed call. please send me a solution. Hope you have a great day. Respectfully requested, paula","[0, 0, 0, 0, 0, 0]"
"Hello Marissa and paulahansellKathy,  Welcome to Skype Community forum!  If you're encountering the same problem, please try the following basic troubleshooting steps:   If you've tried all these steps and the issue still persist, please check the private message I sent you. Click the mail icon below the search bar to view your inbox:  ","[0, 0, 0, 0, 0, 0]"
"I had a chat with the Microsoft help where they state that Skype had a lot of changes recently and there some open issues. They are working on a fix but there is no timeline. Basically, I think its better if you people try to consider an alternative like Facebook messenger.","[0, 1, 0, 0, 0, 0]"
"I am using Powerpoint for Mac, version: 15.34, Description: Office 365 Subscription ........ on OS X Yosmite, version 10.10.5.  My version of Powerpoint does NOT give me the option to save anything as a JPEG. Please advise, do I need to upgrade to a different version? What do I need to do? Thanks!","[0, 0, 0, 0, 0, 0]"
"Hi Brian,  As 15.34 is not the latest version of Office for Mac, I will suggest you firstly update your Office for Mac to the latest released version. And then check if the issue persists.  If yes, please capture some screenshots about the issue ""not give me the option to save anything as a jpeg"". Do you use the same steps mentioned in the article below? File formats for saving and exporting presentations in PowerPoint for Mac  Best regards, TimAngela","[0, 0, 0, 0, 0, 0]"
Have you tried 'Export' instead of 'Save',"[0, 0, 0, 0, 0, 0]"
"I would like to know what are some ways for me to include 2 conditions under one if statement For instance, if Q1= ""Yes & R1 =""N"" the result should show ""ignore"" else it show ""deduct"". Any advise?","[1, 0, 0, 0, 0, 1]"
"Try the following:  =IF(AND(Q1=""Yes"",R1=""N""),""ignore"",""deduct"")","[0, 0, 0, 0, 0, 0]"
"Hi KathleenMac,  That was a fast reply and appreciate it a lot!  Many thanks.  Regards, JohnDonald  ","[0, 0, 0, 0, 0, 0]"
" Pls my saldo of € 31,50 over to my husbands skype adress  xxxxxxxxxxxxxxx We same do use  now 1 skype adressen and both on mailadress xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx Be so to answer this questions and arrangement that for both of us Thanks RiKylexxxxxxxxxxxxx and my husband xxxxxxxxxxxxxx in The Netherlands","[0, 0, 0, 0, 0, 0]"
"Hello KyleGeerling, NEVEREVER post personally identifiable information on this public internet website. You have now given your email address and full name to the entire international web community. We have removed your personal information from your post. You are strongly advised to change both your Skype and email passwords immediately.","[0, 0, 0, 0, 0, 0]"
"Hi KyleGeerling,               Welcome to the Skype Community forum.   I know how important it is for you to transfer your Skype credit to your husband's Skype account. No worries, these steps will help you accomplish that.   If you have more than one Skype account, you can send yourself some of your own Skype Credit from any of your accounts as a gift. You'll just need to add yourself as a contact first.    The Skype Credit is sent directly to your other account. Please let us know if you have other questions.    Regards, Rhiza_ETodd","[0, 0, 0, 0, 0, 1]"
