utterance,utterance_pos,initial_consine_similarity,consine_similarity,question_mark,duplicate,what,where,when,why,who,how,absolute_pos,norm_pos,utter_len,utter_len_unique_x,utter_len_unique_y,is_starter,contain_thank,exclamation_mark,feedback,neg,neu,pos,compound
"On the data sheet, copy the column header (field name) of column A to a cell somewhere to the right of the data. Enter the value Y in the cell below.  Manually enter (or copy/paste) the column headers (field names) that you want in the first row of the summary sheet. They should be written exactly the same way as on the data sheet. Enter any value in one of the cells below (in row 2); it doesn't matter what.  Click in one of the column headers on the summary sheet. On the Data tab, in the Sort & Filter group, click Advanced. Excel may protest. If so, ignore that and click OK.  Select the radio button 'Copy to another location'. Click in the 'List range' box. Activate the data sheet, and select the data range, including the headers. Click in the 'Criteria range' box. Activate the data sheet again, and select the copied field name with the cell below (the one containing ""Y""). Click in the 'Copy to' box. Select the column headers on the summary sheet. Click OK.",2,0.38268015803179645,0.9457932910673534,False,True,1.0,1.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,659,54,51,False,False,False,False,0.03,0.912,0.059,0.6732
Where on the harddrive can I find them?  When I search in Skype and press the message I want to be taken to the app just crashes.,5,0.2576735608413086,0.6576885285163528,True,False,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,78,12,12,False,False,False,False,0.0,0.952,0.048,0.0772
"Hi Allison,  I suggest you try the following steps to add custom dictionary: 1. Open a word document>click Word>select Preferences 2. Under the Authoring & Proofing Tools, select Spelling and Grammar 3. Click on the Dictionaries button next to the Custom Dictionary drop down. 4. Select a language 5. Click on OK. Exit word. 6. Open Excel to check if spell check can be used. [Updated by QingMarissa Tang MSFT, 2:20AM, Sep 25, 2017 (UTC)] Note: Excel couldn't add custom dictionary, you need to add it on Word.  If the issue still exists, could you please provide the following information? 1. The Office version and OS version. 2. Did “cannot operate spell check” mean that you click on the Spellcheck option in Excel nothing happens? 3. Check if all files have the issue. 4. Check if other Office programs have the issue, such as Word?  Thanks, QingMarissa",2,0.20178130379658174,0.8719489416805588,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.3333333333333333,696,73,71,False,True,False,False,0.013,0.893,0.093,0.9125
"Hello,   Thank you for visiting Microsoft Community.   As per the description, I understand that you would like to know about Bing rewards. I will certainly help you with the issue.   I would suggest you to refer to Bing Rewards FAQ from the link mentioned below: www.bing.com/rewards/faq   Bing Rewards Term of Use www.bing.com/rewards/tou   Hope this information helps.   Reply us with the status of the issue.   Sincerely, Veronica Rajput",2,0.3325458384852794,0.6505697232437508,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.25,318,35,34,False,True,False,False,0.0,0.671,0.329,0.9776
"Hello,  There was an outage. Sorry for the inconvenience to all members. I believe they posted a notification on member dashboards.  Contact Microsoft Rewards Support Team. They will look into the matter and credit points to your account if applicable.  In future, if the issue arises again, go to Bing Listens and report it to the developers who frequent the forum. They will get on it asap. ",4,0.15833049866553583,0.8448324750653289,False,False,0.0,0.0,0.0,0.0,1.0,0.0,4,1.0,279,37,36,False,False,False,False,0.051,0.821,0.128,0.6908
"The link referred to is what i already followed - i CAN READ. just takes you to all these generic foboff answers. the QUESTION was that Chat is not there - it ishidden to stop users contacting skype, despite the fact that i pay them money, and the deal is 1. provide a service 2. provide ACTUAL support for problems.  OR refund money fraudulently charged.  why is it like dealing with a car dealer?  ",3,0.29095718698132317,0.6507474001529909,True,False,1.0,0.0,0.0,1.0,0.0,0.0,3,0.5,273,38,37,True,False,False,False,0.1,0.836,0.064,-0.2263
where is my licence i have downloaded office home and student 2016,1,1.0000000000000002,0.3344729377972476,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,43,6,6,True,False,False,False,0.0,1.0,0.0,0.0
" I also am having that problem with my new computer. Although I am logged in and my Xbox tag is recognized and all my previous results are recorded, I am unable to get rid of the advertising. I my subscription is not due for renewal yet and continues to be recognized by my old computer. I haven't found a solution on the forum =. I also subscribe to Microsoft Assure help desk so I called them, much time went by and then they said they didn't support XBox, (makes me wonder if assure is worth the premium if they cannot help) I was then put through to XBox who also said they didn't support the Microsoft games. They put me thought to somewhere else but that just had a recorded message referring me to the forums and then hung up. From what I see its time Microsoft sorted themselves out, it's dishonest to take peoples money on a subscription then provide no solution to subscription related issues that prevent subscribers from the benefits of the subscription. and its time somebody did something about it. ",3,0.6448262693682032,0.85477928484299,False,False,1.0,1.0,0.0,0.0,1.0,0.0,3,0.75,641,66,64,False,False,False,False,0.079,0.864,0.057,-0.6663
 There is a free online service which will allow you to post Word documents on Facebook.  See: <Spam Removed>,3,0.2982100259896135,0.6209967710628113,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5,81,12,12,False,False,False,False,0.105,0.675,0.219,0.4019
"Hi, I need help on this one! How can I change regional settings of Bing back to International? I just mistakenly changed it to United States(English) but I cant change it back to International which was already set by default on regional settings of Bing. Thank you! <Original Title: Bing Region Settings>",1,1.0,0.7471011739679813,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,240,24,21,True,True,True,False,0.027,0.795,0.178,0.8374
"I want to add my bussiness, just like these pizza places did? How can i do it, becouse bingplaces is not available in Bulgaria? Here is example:",1,1.0000000000000002,0.6192478022147606,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,93,13,13,True,False,False,False,0.0,0.857,0.143,0.4871
"Thanks Holly, yeah I FINALLY remembered that's how I've done it previously. But thanks again for takin the time to reply.",5,0.3506832237279897,0.5620737433383556,False,False,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0,92,14,14,True,True,False,False,0.0,0.709,0.291,0.7506
"I've read through previous posts regarding LiveWeb and anomalies when using PowerPoint 2013/2016. I'll first say, I appreciate the work of Lisa Pillai for providing a solution that fills a gap of PowerPoint and a thank you to him for providing a free tool. It's been helpful to me with legacy versions of PowerPoint and works great. To be specific, the posts/threads/sites I have read through are: ""LiveWeb in PowerPoint"" - https://answers.microsoft.com/en-us/msoffice/forum/msoffice_powerpoint-mso_winother/liveweb-in-powerpoint-2016/5c883360-cecc-4a67-8f11-b22be06a4db8 vanderBlog: Realtime Webpages - https://vdpluijm.blogspot.com/2014/01/real-time-webpages-in-powerpoint-2013.html LiveWeb FAQ's from Mr. Pillai - http://skp.mvps.org/livewebfaq.htm I have the add-in 'working' without errors for ActiveX or Macros by changing the respective registry entries for my Office 2016 .msi installation on one box and the ClickToRun installation on a 2nd box.  I have attempted a few different browser emulation modes after beginning with the defaults from the LiveWeb FAQ page. Here's the issue I am having: When I visit the slide with the LiveWeb control the very FIRST time the slide ONLY displays a blank page.  If I arrow back one page or use a hyperlink back to another page and then return to the LiveWeb slide I see the embedded webpage as desired.  Once I close the presentation and open it again I have to visit the page once (getting the blank page) then go to another slide and then come back in order  for the page to be displayed and continues to display until I close the presentation and open it again. Testing I have tested on two different machines and multiple profiles to attempt to eliminate any local issues.  I have used both the LiveWeb.exe install process and the ppam add-in steps during my testing. My configuration is: Win10 1703 (Creators Update) Office 2016 .msi  (although I have the same outcome on ClickToRun Machine) patched to July and then August 2017 with Office updates Default MS Edge Browser (I have also set IE as the default during testing) I have tested PowerPoint in Kiosk Mode (the one I'd like to use with the add-in) as well as standard ""presented by speaker"" mode. Both give same results. A thought or two: To add to what I am seeing, I can tell the add-in is running because when I run the presentation and hit the slide with LiveWeb control in it and it doesn't display I can ""Alt-Tab"" and see a process window running with the content.  I cannot open that window from there but it is there.  So, I know it is not being 'blocked' and I don't receive any errors.   Hopefully, I'm a little 'clearer than mudd' on explaining but glad to give more information if anyone out there has some thoughts one where I should focus my efforts. Thank you!",1,1.0,0.9431235533821962,False,True,1.0,1.0,1.0,0.0,0.0,0.0,1,0.16666666666666666,1953,175,155,True,True,True,False,0.0,0.924,0.076,0.9817
"I gave up looking for a fix for this. It may have been a browser issue, I use Firefox. But have you upgraded to the new Bing maps? I was forced to upgrade and it is slower, but at least the scale problem is fixed for me in the new version. Too bad I had to upgrade as the old Bing maps worked much better for me than google.",5,0.3652329261164612,0.7132994452844217,True,False,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,207,30,28,False,False,False,False,0.152,0.801,0.047,-0.8573
"Hi LauraSkype,   Good Day!   We apologize for the inconvenience.   Please be advised that this is already a known issue and currently under investigation:   For more information and updates you can check this link: https://support.skype.com/en/faq/FA34713/   Thank you!   Marites P.   Skype Community Moderator",2,0.2044963183053256,0.5356515438674898,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,226,27,27,False,True,True,False,0.052,0.747,0.201,0.7339
"Hello Stacy,   Thank you for the response!  I am glad that we were able to help you with your concern. Should you have any other questions and concerns in Skype, please do not hesitate to post it in the Community. We would be more than glad to assist you!  ",4,0.28244357932802455,0.7238747801273803,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,141,20,19,False,True,True,False,0.0,0.727,0.273,0.9346
"Hi,   As I understand you have checked the option to loop the video until stopped but the video don’t loop.   I would need more information on the issue: 1. What is the format of the video, inserted in PowerPoint presentation? 2. Does the issue occur with a particular presentation? 3. Add the video in new presentation checking the option to loop until stopped and check.   Provide us more information to help us assist you further. Thank you.",2,0.5460535158669609,0.9263297907124137,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,311,33,31,False,True,False,False,0.045,0.865,0.09,0.6961
"Hi,  Jennifer is correct.  Bing Weather app is now MSN Weather app.  There is no going back.",3,0.10540925533894598,0.4456738920060269,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,73,10,10,False,False,False,False,0.121,0.879,0.0,-0.296
"Yes I am using the food and drink App that came installed in my new PC running Windows 8.1. It's a Toshiba laptop PC. I did all that you said to do... The computer said ""Sync is up to date"" and ""no update needed."" Then I restarted Food and Drink and right clicked the collection I wanted to rename, and same thing... Just get a Plus Sign in a circle on the left bottom, and the ""pin to taskbar"" and ""Help"" on the right bottom screen. No ""rename"" or ""delete"" at all!!???",5,0.2627807231132027,0.7439093662649149,True,True,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857143,331,45,45,False,False,True,False,0.023,0.911,0.067,0.6513
